2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065
1,1.0221483942414173,1.0425565575067237,1.0650213573801615,1.0881189685176396,1.1109001740230975,1.1347887992406265,1.1593102357221958,1.1862047144439172,1.2134155987976585,1.2414174972314507,1.2703686125613036,1.2999525391551969,1.3298528713811106,1.3603860148710647,1.3917101724410692,1.4233507356430943,1.4546748932130991,1.4852080367030533,1.5141591520329061,1.5412118335706375,1.5674735010283183,1.5931023572219587,1.6184148077835785,1.6453092865052996,1.6706217370669196,1.6959341876285399,1.7212466381901599,1.7465590887517797,1.7718715393133997,1.7971839898750197,1.8224964404366397,1.8478088909982595,1.8731213415598797,1.8968517639613987,1.9205821863629171,1.9427305806043347,1.9632969466856507,1.9838633127669674,2.002847650688182,2.0234140167694985,2.0439803828508145,2.0629647207720296,2.0835310868533456,2.1025154247745608,2.1214997626957759,2.1389020724568897,2.1578864103781044,2.1768707482993195,2.1942730580604333,2.2116753678215471
1,1.0239823288103502,1.0452824234774376,1.0687914168507415,1.0929315241401074,1.1183338592615968,1.1434206374250553,1.1702429788576838,1.1973808772483434,1.2253076680340802,1.2540233512148944,1.2836857052698012,1.3128747238876617,1.3417481855474913,1.3707794256863364,1.3999684443041971,1.4282107920479645,1.4575575891448407,1.4872199431997477,1.517355632691701,1.5470179867466076,1.5757336699274218,1.6046071315872517,1.6330072578100348,1.6614073840328178,1.6898075102556014,1.7166298516882299,1.7434521931208584,1.7702745345534872,1.7970968759861157,1.8239192174187442,1.8507415588513729,1.8759861154938466,1.9028084569264752,1.9296307983591039,1.9517197854212687,1.9722309876932789,1.9927421899652888,2.0100978226569897,2.0290312401388451,2.0479646576207005,2.0684758598927107,2.0889870621647209,2.1094982644367311,2.1315872514988956,2.1536762385610606,2.1757652256232252,2.2025875670558537,2.230987693278637,2.2562322499211107,2.2767434521931209
1,1.0239596469104666,1.0453972257250945,1.0693568726355611,1.0944199243379573,1.1202711223203026,1.1472257250945777,1.1746532156368223,1.2033417402269861,1.2334489281210594,1.2641866330390921,1.2957124842370744,1.328656998738966,1.3623896595208072,1.3986443883984869,1.4350567465321562,1.4716267339218161,1.5096153846153848,1.5474464060529634,1.5825977301387137,1.6156998738965953,1.6488020176544769,1.67875157629256,1.7102774274905423,1.7418032786885247,1.7717528373266078,1.801702395964691,1.8332282471626733,1.8647540983606559,1.894703656998739,1.9262295081967213,1.9561790668348045,1.9861286254728878,2.0176544766708702,2.0476040353089533,2.0759773013871374,2.1027742749054226,2.1295712484237073,2.1579445145018918,2.186317780580076,2.2146910466582597,2.2414880201765448,2.2698612862547289,2.2982345523329131,2.3266078184110972,2.3549810844892813,2.3817780580075665,2.4085750315258512,2.4353720050441363,2.4621689785624215,2.4889659520807061
1,1.0228095013371088,1.0437313198049396,1.0662262073305018,1.0901368570080228,1.1156205757432751,1.1412616013843009,1.1676891615541922,1.1949032562529496,1.2229038854805725,1.2513764354255152,1.2814220544281896,1.3135126632059146,1.3467044203240521,1.3805254050652824,1.4149756174296051,1.4498977505112474,1.4849771904986631,1.5203712442976247,1.5560799119081328,1.5919458864244143,1.6281264747522417,1.6643070630800694,1.7020607204656284,1.7382413087934563,1.7775680352367469,1.8137486235645746,1.8515022809501336,1.8892559383356931,1.9285826647789839,1.9663363221645431,2.005663048607834,2.0449897750511248,2.0843165014944156,2.1236432279377064,2.1629699543809973,2.2007236117665565,2.2384772691521158,2.2715117193644803,2.3045461695768443,2.3344344816737457,2.362749724712915,2.3894918986943527,2.4146610036180589,2.4382570394840335,2.4602800062922765,2.4791568349850559,2.4996067327355673,2.5184835614283467,2.5357873210633946,2.5483718735252476
1,1.0226237234878239,1.0439905734485466,1.0684996072270228,1.0936370777690496,1.1189316575019639,1.1451688923802044,1.1737627651217597,1.2029850746268655,1.2333071484681852,1.2669285153181462,1.3014925373134327,1.3376276512175964,1.375490966221524,1.4153967007069912,1.4565593087195601,1.4992930086410055,1.5434406912804397,1.5883739198743125,1.6339355852317359,1.6779261586802829,1.7187745483110761,1.7611940298507462,1.8020424194815396,1.8428908091123333,1.8853102906520032,1.9277297721916731,1.9717203456402199,2.0157109190887668,2.0612725844461899,2.1068342498036134,2.152395915161037,2.1995286724273369,2.2482325216025139,2.2953652788688137,2.3440691280439903,2.3912018853102905,2.4383346425765908,2.4838963079340144,2.5294579732914375,2.5734485467399839,2.6142969363707773,2.6551453260015707,2.6944226237234874,2.7336999214454045,2.7714061272584445,2.8091123330714849,2.8468185388845249,2.8829536527886885,2.9190887666928513,2.955223880597015
1,1.024902114330462,1.0474549725920126,1.0723570869224746,1.0989819890368049,1.1271730618637432,1.1556773688332029,1.1846515270164448,1.2162881754111199,1.2485512920908379,1.2820673453406422,1.3169929522317931,1.3536413469068127,1.3902897415818323,1.4269381362568518,1.4645262333594362,1.502427564604542,1.5420516836335161,1.5833985904463586,1.6241190289741583,1.6664056382145653,1.7071260767423648,1.7494126859827721,1.7916992952231794,1.8339859044635864,1.8778386844166015,1.9201252936570086,1.9624119028974156,2.0062646828504307,2.0501174628034455,2.0939702427564604,2.1378230227094752,2.1832419733750976,2.2286609240407205,2.2740798747063429,2.3163664839467502,2.3586530931871574,2.3993735317149572,2.4400939702427564,2.4823805794831637,2.5246671887235705,2.5669537979639778,2.6108065779169931,2.654659357870008,2.6985121378230223,2.7423649177760376,2.7846515270164449,2.8332028191072824,2.8817541111981204,2.9256068911511353,2.9600626468285043
1,1.0248826291079813,1.0478873239436619,1.0737089201877934,1.1007824726134585,1.1291079812206573,1.1580594679186229,1.1892018779342723,1.2214397496087637,1.2550860719874803,1.2902973395931143,1.3280125195618155,1.3668231611893584,1.4070422535211269,1.4507042253521127,1.4948356807511738,1.5395931142410015,1.5852895148669797,1.6322378716744914,1.6776212832550861,1.7214397496087637,1.7652582159624415,1.8075117370892018,1.8513302034428796,1.8935837245696401,1.9389671361502347,1.9843505477308294,2.0297339593114243,2.0766823161189358,2.1236306729264478,2.1721439749608766,2.220657276995305,2.2707355242566511,2.3223787167449141,2.3724569640062598,2.4241001564945228,2.4741784037558689,2.5242566510172142,2.5758998435054772,2.6275430359937402,2.68075117370892,2.732394366197183,2.7824726134585291,2.8325508607198753,2.8810641627543037,2.9264475743348988,2.9702660406885761,3.0125195618153366,3.056338028169014,3.0970266040688577,3.1392801251956186
1,1.023317683881064,1.044131455399061,1.0665101721439749,1.0904538341158061,1.1153364632237872,1.1413145539906104,1.1696400625978092,1.1985915492957746,1.2284820031298904,1.2599374021909235,1.2926447574334898,1.3256651017214396,1.3586854460093898,1.3917057902973395,1.4245696400625978,1.4564945226917057,1.4873239436619718,1.5184663536776213,1.5499217527386542,1.5821596244131455,1.6134585289514867,1.6447574334898278,1.6744913928012519,1.7057902973395931,1.7355242566510172,1.7652582159624415,1.7934272300469483,1.8231611893583726,1.8513302034428796,1.8810641627543037,1.9107981220657277,1.9405320813771518,1.9687010954616588,1.9984350547730829,2.028169014084507,2.0579029733959313,2.0860719874804383,2.112676056338028,2.1392801251956182,2.1674491392801252,2.1940532081377153,2.220657276995305,2.2488262910798125,2.2769953051643195,2.3035993740219092,2.3286384976525825,2.3568075117370895,2.3818466353677619,2.4068857589984352,2.427230046948357
1,1.0212632895559726,1.0437773608505316,1.067385866166354,1.0919324577861163,1.1177298311444652,1.1454033771106942,1.1737023139462164,1.2029393370856787,1.2348342714196374,1.2700125078173858,1.3062851782363978,1.3438086303939962,1.382426516572858,1.4212007504690434,1.4596622889305817,1.4979674796747966,1.5359599749843651,1.5728580362726703,1.6088180112570358,1.6432145090681678,1.6776110068792995,1.7104440275171984,1.7448405253283303,1.7792370231394621,1.8120700437773609,1.8464665415884927,1.8792995622263915,1.9136960600375235,1.9480925578486556,1.9824890556597874,2.0153220762976862,2.0497185741088182,2.0825515947467168,2.1169480925578488,2.1497811131957474,2.1810506566604131,2.2138836772983117,2.245153220762977,2.2764227642276422,2.3092557848655413,2.3420888055034399,2.3749218261413385,2.4077548467792371,2.4421513445903691,2.4749843652282677,2.506253908692933,2.539086929330832,2.5703564727954973,2.6016260162601625,2.6328955597248282
1,1.0235165862015263,1.0479676062918548,1.0730415823080519,1.099049992213051,1.1253698800809844,1.1537143747079894,1.1834605201681982,1.2146083164616104,1.2471577635882261,1.2831334683071174,1.3197321289518769,1.3567980065410372,1.3933966671857967,1.4295281108861548,1.4639464257903754,1.4968073508799253,1.5310699268026786,1.5667341535586357,1.60255411929606,1.638374085033484,1.6757514405855787,1.7115714063230028,1.7489487618750974,1.7847687276125215,1.8205886933499458,1.8564086590873696,1.8906712350101231,1.9233764211182061,1.9576389970409593,1.9903441831490423,2.0246067590717955,2.0573119451798787,2.0915745211026322,2.1242797072107149,2.1554275035041273,2.1850179099828688,2.21305092664694,2.2410839433110108,2.269116959975082,2.2971499766391528,2.3267403831178948,2.3563307895966359,2.3874785858900482,2.4170689923687902,2.4482167886622026,2.4809219747702853,2.5136271608783685,2.5478897368011215,2.5837097025385458,2.6164148886466281
