ind_ssp,ind_EEI,ind_technoelec,ind_technoCCS,ind_technoenduses,ind_ffuels,IEeur1,IEeur2,IEeur3,IEeur4,IEeur5,IEeur6,IEeur7,IEeur8,IEeur9,IEeur10,IEeur11,IEeur12,IEeur13,IEeur14,IEeur15,IEeur16,IEeur17,IEeur18,IEeur19,IEeur20,IEeur21,IEeur22,IEeur23,IEeur24,IEeur25,IEeur26,IEeur27,IEeur28,IEeur29,IEeur30,IEeur31,IEeur32,IEeur33,IEeur34,IEeur35,IEeur36,IEeur37,IEeur38,IEeur39,IEeur40,IEeur41,IEeur42,IEeur43,IEeur44,IEeur45,IEeur46,IEeur47,IEeur48,IEeur49,IEeur50,IEeur51,IEeur52,IEeur53,IEeur54,IEeur55,IEeur56,IEeur57,IEeur58,IEeur59,IEeur60,IEeur61,IEeur62,IEeur63,IEeur64,IEeur65,IEeur66,IEeur67,IEeur68,IEeur69,IEeur70,IEeur71,IEeur72,IEeur73,IEeur74,IEeur75
1,1,1,0,0,0,1.0013843,0.9804314,0.9727282,0.9641604,0.9563738,0.9495328,0.9420590,0.9379373,0.9349959,0.9329946,0.9378724,0.9341864,0.9191311,0.8977627,0.8756365,0.8554745,0.8409464,0.8177743,0.8026621,0.7786825,0.7577882,0.7360868,0.7149548,0.6946207,0.6741912,0.6541802,0.6341120,0.6142011,0.5937190,0.5737668,0.5544282,0.5382187,0.5224541,0.5069679,0.4914935,0.4759066,0.4607306,0.4465114,0.4325722,0.4194448,0.4068035,0.3943321,0.3831302,0.3724500,0.3621919,0.3520310,0.3417972,0.3316198,0.3217749,0.3130152,0.3041668,0.2964278,0.2911742,0.2853379,0.2799281,0.2740969,0.2682591,0.2628786,0.2576791,0.2517989,0.2460654,0.2407399,0.2351091,0.2293435,0.2239435,0.2180844,0.2124701,0.2072052,0.2019080,0.1963503,0.1907804,0.1855530,0.1802873,0.1755424,0.1709428
1,1,1,0,0,1,1.0031524,0.9811838,0.9729124,0.9644766,0.9568808,0.9501937,0.9430377,0.9407374,0.9387019,0.9372807,0.9404369,0.9342029,0.9305120,0.9022592,0.8798279,0.8600970,0.8362251,0.8182799,0.7991522,0.7786140,0.7576886,0.7366193,0.7146551,0.6949376,0.6752508,0.6556495,0.6360836,0.6169635,0.5974259,0.5780569,0.5600379,0.5453916,0.5306272,0.5157614,0.5009946,0.4860954,0.4711565,0.4571321,0.444025,0.4318276,0.4205328,0.4095937,0.3994655,0.3901655,0.3808744,0.3716002,0.3623556,0.3528266,0.3435252,0.3343928,0.3260628,0.3181748,0.3109709,0.3049261,0.2990589,0.2933004,0.2875452,0.2817881,0.2756247,0.2695374,0.2638466,0.2584287,0.2526615,0.2468569,0.2412368,0.2356659,0.2302155,0.2248099,0.2193010,0.2134955,0.2071229,0.2008713,0.1950789,0.1898327,0.1850664
1,1,1,0,1,0,1.0016344,0.9805117,0.9724061,0.9632291,0.9546224,0.9468014,0.9382668,0.9330101,0.9287832,0.9255171,0.9279217,0.9189030,0.9117326,0.8806895,0.8563317,0.834146,0.8168082,0.7959497,0.7758053,0.7484297,0.7282913,0.7022069,0.6788971,0.6557951,0.6344616,0.6132383,0.5921906,0.5708512,0.5496607,0.5284995,0.5080197,0.4915556,0.4759686,0.4613920,0.4466092,0.4313771,0.4163943,0.4021203,0.3885740,0.3762360,0.3647293,0.3534929,0.3431144,0.3336792,0.3247549,0.3163800,0.3085738,0.3011118,0.2942827,0.2874865,0.2811310,0.2753425,0.2705845,0.2665699,0.2620945,0.2582609,0.2538436,0.2492827,0.2443474,0.2399420,0.2349796,0.2296832,0.2248841,0.2203511,0.2157871,0.2108829,0.2064659,0.2026700,0.1987482,0.1949276,0.1915511,0.1885251,0.1853969,0.1820539,0.1779392
1,1,1,0,1,1,1.0033907,0.9812586,0.9725916,0.9635255,0.9550911,0.9474148,0.9391957,0.9357525,0.9323997,0.9298670,0.9308032,0.92378,0.9064791,0.8832309,0.8610712,0.8409072,0.8144608,0.7933673,0.7713941,0.7491315,0.7259791,0.7025591,0.6790104,0.6558053,0.6356083,0.6152607,0.5949227,0.5745723,0.5547265,0.5353942,0.5163276,0.5020563,0.4877761,0.4732364,0.4584065,0.4436689,0.4289291,0.4149046,0.4033391,0.3930078,0.3836673,0.3745376,0.3665797,0.3586182,0.3508562,0.3433976,0.3363999,0.3292091,0.3222206,0.3151173,0.3082563,0.3020704,0.296126,0.2905446,0.2851112,0.2797802,0.2744773,0.2690580,0.2634944,0.2580589,0.2527307,0.2471731,0.2416081,0.2362522,0.2311979,0.2261789,0.2210376,0.2159647,0.2109403,0.2058919,0.2009981,0.1963981,0.1920827,0.1880101,0.1842576
1,1,1,1,0,0,1.0013843,0.9804314,0.9727282,0.9641604,0.9563738,0.9495328,0.9420590,0.9379373,0.9349959,0.9329946,0.9378724,0.9341497,0.9190663,0.8978058,0.8757928,0.8614076,0.8435339,0.8264408,0.8062212,0.7883395,0.7631183,0.7451722,0.7228033,0.7005589,0.6785386,0.6574261,0.6371497,0.6202817,0.6031194,0.5866711,0.5691350,0.5540772,0.5391515,0.5242368,0.5090137,0.4943322,0.4818309,0.4702714,0.4585712,0.4468195,0.4353270,0.4236013,0.4140313,0.4031162,0.3926528,0.3821608,0.3719337,0.3621241,0.352715,0.3435777,0.3353515,0.3274444,0.3201889,0.3131771,0.3063587,0.2995720,0.2925801,0.2855386,0.2784843,0.2715369,0.2647707,0.2580200,0.2513247,0.2447449,0.2383768,0.2321707,0.2261013,0.2202159,0.2144488,0.2088589,0.2031506,0.1978446,0.1919358,0.1862811,0.1812398
1,1,1,1,0,1,1.0031524,0.9811838,0.9729124,0.9644766,0.9568808,0.9501937,0.9430377,0.9407374,0.9387019,0.9372807,0.9404369,0.9362878,0.9222945,0.8992642,0.8806853,0.8618528,0.8385896,0.8204256,0.8014591,0.7820526,0.7623232,0.7411030,0.7191662,0.6991587,0.6791258,0.6595735,0.6412014,0.6235742,0.6061792,0.5904566,0.5771134,0.5643649,0.5516942,0.5389222,0.5253593,0.5116402,0.4978885,0.4844966,0.4710379,0.4580966,0.4453418,0.4327227,0.4210148,0.4097555,0.3988793,0.3882239,0.3778505,0.3674048,0.3569218,0.3466980,0.3372084,0.3284034,0.3202300,0.3126147,0.3053734,0.2982236,0.2909899,0.2837796,0.2766845,0.2696216,0.2628560,0.2562742,0.2497559,0.2433711,0.2372471,0.2311715,0.2251145,0.2192256,0.2133575,0.2068741,0.2006871,0.1949612,0.1895313,0.1843425,0.1795496
1,1,1,1,1,0,1.0016344,0.9805117,0.9724061,0.9632291,0.9546224,0.9468014,0.9382668,0.9330101,0.9287832,0.9255171,0.9279217,0.9189251,0.9078093,0.8925086,0.8633140,0.8353119,0.8162979,0.7960341,0.7763990,0.7551942,0.7326040,0.7106334,0.6851848,0.6616914,0.6389402,0.6171244,0.596038,0.5787294,0.5603143,0.5419443,0.5232822,0.5082166,0.4935966,0.4790771,0.4656656,0.4529792,0.4410999,0.4288554,0.4165689,0.4046785,0.3933654,0.3823262,0.3721232,0.3627514,0.3546773,0.3462767,0.3384103,0.3310115,0.3239678,0.3171399,0.3109210,0.3050240,0.2995236,0.2942335,0.2887834,0.2833380,0.2776364,0.2716999,0.2658049,0.2598259,0.2540354,0.2483330,0.2429029,0.2377307,0.2327518,0.2280130,0.2234564,0.2190343,0.2147139,0.2105081,0.2063739,0.2021817,0.1979389,0.1938950,0.1896060
1,1,1,1,1,1,1.0033907,0.9812586,0.9725916,0.9635255,0.9550911,0.9474148,0.9391957,0.9357525,0.9323997,0.9298670,0.9308032,0.9222257,0.910689,0.8993903,0.8695253,0.8395232,0.8128635,0.7964503,0.7761949,0.7551413,0.7324314,0.7093937,0.6837237,0.6598410,0.6386040,0.6189257,0.5997891,0.5815683,0.5646759,0.5495091,0.5336229,0.5204938,0.5075268,0.4941252,0.4807897,0.4678653,0.4555383,0.4427644,0.4316754,0.4205048,0.4100251,0.3994159,0.3892852,0.3792355,0.3699823,0.3608319,0.3520298,0.3431362,0.3344436,0.3258697,0.3177675,0.3099981,0.3029481,0.2960005,0.2890648,0.2819559,0.2746954,0.2673016,0.2599086,0.2526927,0.2458049,0.2388702,0.2319713,0.2253214,0.2193245,0.2138429,0.2087046,0.2037707,0.1987014,0.1931711,0.1875008,0.1811687,0.1762716,0.1713024,0.1652904
2,0,0,0,0,0,1.000148,0.9793712,0.9731492,0.9663533,0.9605333,0.9558502,0.9506143,0.9486519,0.9480918,0.9480085,0.9583194,0.9559062,0.9427212,0.9228078,0.9031885,0.8849616,0.8666378,0.8492426,0.8319171,0.8144613,0.7971705,0.7798806,0.7633975,0.7466043,0.7298845,0.7138625,0.6977376,0.6808169,0.6638370,0.6479241,0.6317177,0.6189017,0.6062776,0.5931553,0.5785992,0.5636477,0.5489772,0.5342793,0.5198562,0.5064728,0.4938576,0.4828804,0.4734674,0.4650109,0.4571961,0.449508,0.4419904,0.4346000,0.4274126,0.4204533,0.4142245,0.4082285,0.4018436,0.3952910,0.3902609,0.3840143,0.3776444,0.3722069,0.3673668,0.3641711,0.3620224,0.3579025,0.3535724,0.3501723,0.3462693,0.3415072,0.3362264,0.3314540,0.3267104,0.3224087,0.3180618,0.3136147,0.3088838,0.3032182,0.2975140
2,0,0,0,0,1,1.0019065,0.9801206,0.9733414,0.9666440,0.9609811,0.9564201,0.9514639,0.9513186,0.9517839,0.9524097,0.9612683,0.9558435,0.9486605,0.924708,0.9047238,0.8865888,0.8651435,0.8451272,0.8262187,0.8106936,0.7938909,0.7768554,0.7616857,0.7443992,0.7277028,0.7092090,0.6935462,0.6768895,0.6605410,0.6455622,0.6297510,0.6174725,0.6048772,0.5914423,0.5775118,0.5634076,0.5497091,0.5363268,0.5234193,0.5113521,0.4998711,0.4898912,0.4808885,0.4729828,0.4654757,0.4581898,0.4512695,0.4445785,0.4381831,0.4321714,0.4268980,0.4222442,0.4177774,0.4137304,0.4098941,0.4064344,0.4027009,0.3989103,0.3949226,0.3905492,0.3858188,0.3806060,0.3759166,0.3719594,0.3684975,0.3651350,0.3614582,0.3572740,0.3526325,0.3484485,0.3432160,0.3374988,0.3316856,0.3254627,0.3163571
2,0,0,0,1,0,1.0003904,0.9794526,0.9728868,0.9654374,0.9587727,0.9531165,0.946866,0.9438457,0.9421783,0.9408920,0.9488723,0.9413331,0.9342486,0.9041473,0.8723921,0.8472667,0.8247069,0.8102885,0.8059917,0.7925722,0.7678744,0.7545247,0.7300689,0.7081138,0.6876876,0.6680180,0.6491031,0.6300083,0.6109670,0.5925209,0.5742834,0.5606764,0.5477908,0.5359960,0.5235990,0.5098196,0.4951351,0.4799315,0.4649388,0.4522403,0.4414294,0.4318120,0.4240345,0.4169804,0.4103155,0.4038441,0.3975771,0.3914359,0.3856479,0.3800480,0.3748613,0.3697271,0.3665294,0.3625955,0.3595036,0.3572632,0.3553435,0.3533424,0.3506593,0.3475776,0.3443689,0.3405024,0.3359859,0.3313743,0.3269785,0.3227930,0.3188293,0.3151936,0.3120606,0.3078291,0.3030479,0.2969305,0.290187,0.2852943,0.2807286
2,0,0,0,1,1,1.0021353,0.9801947,0.9730379,0.9657403,0.95923,0.9536968,0.9477189,0.9465295,0.9457620,0.9450637,0.9509784,0.9434560,0.9377320,0.9088825,0.8851293,0.8645011,0.8409036,0.8225149,0.8033742,0.7838889,0.7629277,0.7424387,0.7208463,0.7007462,0.6845349,0.6648725,0.6471436,0.6292621,0.6098615,0.5962273,0.5788822,0.5656975,0.5530338,0.5400601,0.5261828,0.5119954,0.4982436,0.4852334,0.4730864,0.4618455,0.4513855,0.4421394,0.4337296,0.4260853,0.4190379,0.4127779,0.4070514,0.4018326,0.3972536,0.3928858,0.3895724,0.3867972,0.3845356,0.3830651,0.3816590,0.3800805,0.3781824,0.3757895,0.3728679,0.3695682,0.3662447,0.3622410,0.3577316,0.3525529,0.3480745,0.3434677,0.3384961,0.3332644,0.3287538,0.3232060,0.3188173,0.3141308,0.3099223,0.3045941,0.2971399
2,0,0,1,0,1,1.0019065,0.9801206,0.9733414,0.9666440,0.9609811,0.9564201,0.9514639,0.9513186,0.9517839,0.9524097,0.9612683,0.9558561,0.9486004,0.9247896,0.9050326,0.8872268,0.8660507,0.8462740,0.8306787,0.8138575,0.7970386,0.7800969,0.7653685,0.7488232,0.7329203,0.7163538,0.7023197,0.6869486,0.6725870,0.6590145,0.6475633,0.6389906,0.6300834,0.6202727,0.6097860,0.5979949,0.5864462,0.5751312,0.5643586,0.5541486,0.5444740,0.5358553,0.5278569,0.5205596,0.5132915,0.5058624,0.4982562,0.4902728,0.4819249,0.4734480,0.4651540,0.4568048,0.4486585,0.4403924,0.4320627,0.4240743,0.4163849,0.4089909,0.4013762,0.3936682,0.3859933,0.3781550,0.3703864,0.3628012,0.3554408,0.3483067,0.3414184,0.3343651,0.3284196,0.3211420,0.3132286,0.3068989,0.3009943,0.2945783,0.2886833
2,0,0,1,1,0,1.0003904,0.9794526,0.9728868,0.9654374,0.9587727,0.9531165,0.946866,0.9438457,0.9421783,0.9408920,0.9488723,0.9413426,0.9362730,0.907043,0.8850431,0.8640991,0.8436435,0.8237796,0.8097932,0.7878018,0.7669682,0.7465464,0.7277976,0.7090685,0.6906779,0.6731329,0.6568714,0.6404000,0.6240161,0.6083527,0.5930237,0.5817161,0.5712209,0.5616647,0.5517947,0.5410925,0.5301629,0.5191181,0.5084294,0.4985316,0.4894380,0.4811091,0.4733143,0.4663548,0.4599438,0.4539306,0.4482352,0.4427873,0.4374527,0.4323301,0.4279449,0.4239863,0.4203890,0.4170099,0.4135323,0.4100630,0.4060336,0.4016076,0.3966809,0.3914409,0.3853003,0.3793135,0.3736168,0.3679078,0.3621046,0.3566608,0.3492169,0.3421108,0.3355906,0.3293408,0.3235107,0.3185492,0.3133034,0.3072179,0.3009663
2,0,0,1,1,1,1.0021353,0.9801947,0.9730379,0.9657403,0.95923,0.9536968,0.9477189,0.9465295,0.9457620,0.9450637,0.9509784,0.9434695,0.9376827,0.9089577,0.8854442,0.8651714,0.8418002,0.8238875,0.8052127,0.7861105,0.7659723,0.7456993,0.7243188,0.7047957,0.6895008,0.6719934,0.6558159,0.6395072,0.6237788,0.6085156,0.5948753,0.5867238,0.5780714,0.5690201,0.5578201,0.5465414,0.5348307,0.5231870,0.5131688,0.5040829,0.4960473,0.4889825,0.4826917,0.4769717,0.4713937,0.4663384,0.4614523,0.4564927,0.4511598,0.4452005,0.4390407,0.4332087,0.4275410,0.4214947,0.4149986,0.4078512,0.4004529,0.3929042,0.3848139,0.3761331,0.3672905,0.3581175,0.3454790,0.3341644,0.3244396,0.3161197,0.3092680,0.3037652,0.2988201,0.2979202,0.2945187,0.2926245,0.2886784,0.2836344,0.2788058
2,0,1,0,0,0,1.0015322,0.9806181,0.9745712,0.9678690,0.9619945,0.9571179,0.9515504,0.9493928,0.9485772,0.9485199,0.9565325,0.9523172,0.9518057,0.9257773,0.9067831,0.8881860,0.8699145,0.8577315,0.8437161,0.8249517,0.8060313,0.7874523,0.7696759,0.7518194,0.7339509,0.7174813,0.7010452,0.6841506,0.6666081,0.6494423,0.6318720,0.6174858,0.6034707,0.5899298,0.5763790,0.5627881,0.5494277,0.5363141,0.5237016,0.5122044,0.5018042,0.4919501,0.4833348,0.4760240,0.4690466,0.4620961,0.4550628,0.4480949,0.4412851,0.4347157,0.4288699,0.4232798,0.4178844,0.4121793,0.4061002,0.3998245,0.3934793,0.3871630,0.3808974,0.3748414,0.3690065,0.3639612,0.3587285,0.3536883,0.3493776,0.3450654,0.3405373,0.3357020,0.3307961,0.3257849,0.3208930,0.3159450,0.3107644,0.3055683,0.3003514
2,0,1,0,0,1,1.0032897,0.9813648,0.9747318,0.9681364,0.9624267,0.9576755,0.9523783,0.9520277,0.9521501,0.9527863,0.9595281,0.9551624,0.9486595,0.9213793,0.8979000,0.8812396,0.8662629,0.8528560,0.8379316,0.8217609,0.8049826,0.7857232,0.7650983,0.7472961,0.7292681,0.7128586,0.6960214,0.6793122,0.6628449,0.6467585,0.6309865,0.6185202,0.6057400,0.5926983,0.5792846,0.5658670,0.5530860,0.5408983,0.5295765,0.5192727,0.5098654,0.5008156,0.4930828,0.4859146,0.4788204,0.4714956,0.4640814,0.4567251,0.4493489,0.4421278,0.4356982,0.4298887,0.4246674,0.4196411,0.4145839,0.4093446,0.4045819,0.4000500,0.3952981,0.3905274,0.3861172,0.3816838,0.3769182,0.3720949,0.3672443,0.3621753,0.3570602,0.3522761,0.3480429,0.3435504,0.3385664,0.3336426,0.3286171,0.3236415,0.3188937
2,0,1,0,1,0,1.0017804,0.9806981,0.9742670,0.9669468,0.9602626,0.9544400,0.9478740,0.9446418,0.9426568,0.9413989,0.9470831,0.9403568,0.9297812,0.9231867,0.8915873,0.8702138,0.8479416,0.8282535,0.8129677,0.7922119,0.7712848,0.7505452,0.7303856,0.7108826,0.6920476,0.6733799,0.6546244,0.6358462,0.6175714,0.5985542,0.5798753,0.5654924,0.5520287,0.5382104,0.5255583,0.5123572,0.4991846,0.4862143,0.4738725,0.4629778,0.4533319,0.4440659,0.4360208,0.4288743,0.4230145,0.4173501,0.4121413,0.4069029,0.4015187,0.3958286,0.3901263,0.3845534,0.3806833,0.3766638,0.3734033,0.3705694,0.3679120,0.3648527,0.3614743,0.3581697,0.3545572,0.3506002,0.3461892,0.3416169,0.3368018,0.3319319,0.3270976,0.3222924,0.3178300,0.3137010,0.3096190,0.3057192,0.3016533,0.2972771,0.2928427
2,0,1,0,1,1,1.0035263,0.9814393,0.9744364,0.9672179,0.9606869,0.9549794,0.9486813,0.9472565,0.9461824,0.9455244,0.9492998,0.9427893,0.9327780,0.9256865,0.8942032,0.8718647,0.8476864,0.8290061,0.8098083,0.7905950,0.7699408,0.7495810,0.7276450,0.7083533,0.6907623,0.6717531,0.6532054,0.6349661,0.6175504,0.5996584,0.5818020,0.5686380,0.5557087,0.5426144,0.5303592,0.5168037,0.5039076,0.4917352,0.4806493,0.4708634,0.4623218,0.4541655,0.4471168,0.4408787,0.4356931,0.4309799,0.4266189,0.4221275,0.4176323,0.4131132,0.4088730,0.4045038,0.4001137,0.3973748,0.3947960,0.392031,0.3891411,0.3860487,0.3822524,0.3778255,0.3733845,0.3680810,0.3618360,0.3556111,0.3491564,0.3422736,0.3350419,0.3275211,0.3197348,0.3137989,0.3080705,0.3030521,0.2988615,0.2953722,0.2917843
2,0,1,1,0,1,1.0032897,0.9813648,0.9747318,0.9681364,0.9624267,0.9576755,0.9523783,0.9520277,0.9521501,0.9527863,0.9595281,0.9550938,0.9530257,0.9285755,0.9090325,0.8915523,0.8703859,0.8510771,0.8359089,0.8194693,0.8050167,0.7892752,0.7728265,0.7548469,0.7372729,0.7182337,0.7019014,0.6864386,0.6724473,0.6587716,0.6459847,0.6374426,0.6281518,0.6180944,0.6077436,0.5969955,0.5857162,0.5742533,0.5625009,0.551139,0.5398881,0.5285098,0.5178323,0.5078244,0.4976683,0.4872346,0.4765725,0.4655409,0.4544021,0.4430800,0.4338655,0.4248473,0.4167160,0.4092152,0.4021790,0.3953247,0.3882524,0.3811254,0.3740843,0.3672159,0.3605426,0.3538827,0.3473670,0.3410249,0.3347745,0.3285643,0.3224137,0.3163524,0.3099022,0.3041693,0.2977696,0.2914335,0.2858514,0.2809370,0.2765793
2,0,1,1,1,0,1.0017804,0.9806981,0.9742670,0.9669468,0.9602626,0.9544400,0.9478740,0.9446418,0.9426568,0.9413989,0.9470831,0.9403268,0.9358688,0.9084407,0.8866230,0.8665633,0.8524665,0.8312251,0.8161929,0.7942523,0.7777497,0.7552146,0.7348182,0.7143537,0.6949414,0.6771153,0.6597965,0.6425235,0.6255998,0.6090135,0.5926607,0.5802254,0.5689859,0.5589149,0.5486063,0.5375152,0.5261686,0.5149346,0.5040181,0.4941645,0.4847723,0.4749225,0.4654928,0.4566829,0.4480554,0.4391474,0.4297689,0.4197994,0.4090366,0.3977215,0.3867014,0.3759279,0.3657405,0.3564964,0.3490802,0.3429884,0.3373814,0.3319982,0.3267209,0.3215362,0.3162370,0.3107322,0.3050258,0.2991442,0.2932908,0.2876880,0.2823136,0.2770906,0.2719267,0.2668941,0.2621686,0.2578030,0.2537387,0.2496364,0.2459761
2,0,1,1,1,1,1.0035263,0.9814393,0.9744364,0.9672179,0.9606869,0.9549794,0.9486813,0.9472565,0.9461824,0.9455244,0.9492998,0.9427128,0.9376489,0.9102458,0.8879325,0.8684313,0.8462666,0.8286370,0.8103398,0.7916802,0.7728091,0.7524539,0.7308577,0.7115892,0.6940249,0.6762751,0.6592209,0.6423506,0.6265119,0.6105526,0.5961115,0.5869332,0.5774089,0.5675634,0.5565311,0.5453683,0.5338886,0.5232250,0.5128831,0.5030378,0.4938881,0.4842827,0.4752127,0.4663885,0.4574667,0.4486276,0.4398787,0.4310211,0.4221667,0.4135367,0.405428,0.3977053,0.3910798,0.3853051,0.3797299,0.373939,0.3674727,0.3605846,0.3532980,0.3457339,0.3379383,0.3296714,0.3211255,0.3125835,0.3044803,0.2952928,0.2866126,0.2785407,0.2702025,0.2658995,0.2621769,0.2578530,0.2560104,0.2537019,0.2511425
2,1,0,0,0,0,1.000148,0.9793712,0.9717773,0.9635349,0.9561626,0.9497734,0.9426896,0.9387093,0.9358911,0.9336224,0.9401227,0.9329614,0.9289036,0.8996454,0.8777181,0.8563802,0.8355509,0.8158842,0.7965458,0.7760634,0.7557466,0.7354237,0.7159569,0.6962273,0.6772316,0.6584881,0.6399676,0.6223636,0.6039700,0.5854079,0.5671125,0.5524281,0.5371506,0.5215246,0.5055112,0.4890505,0.4725672,0.4561781,0.4408173,0.4278217,0.4153181,0.4034555,0.391955,0.3813856,0.3705354,0.3604158,0.3499567,0.3406363,0.3319019,0.3231959,0.3146822,0.3070977,0.3000608,0.2934669,0.2883965,0.2828928,0.2780967,0.2728780,0.2679708,0.2626552,0.2571252,0.2522960,0.2469843,0.2421020,0.2368350,0.2312170,0.2257061,0.2203112,0.2153636,0.2102572,0.2053404,0.2003954,0.1954788,0.1904352,0.1859061
2,1,0,0,0,1,1.0019065,0.9801206,0.9719793,0.9638419,0.9566403,0.9503995,0.9436356,0.9414793,0.9397275,0.9382067,0.9429325,0.9358639,0.9258665,0.9188667,0.8894269,0.8571196,0.8377062,0.8184594,0.7993120,0.7797551,0.7599025,0.7387236,0.7170023,0.6958458,0.6775358,0.6589507,0.6405400,0.6222011,0.6045654,0.5871612,0.5694062,0.5549567,0.5406754,0.5261131,0.5113076,0.4960501,0.4811156,0.4663219,0.4519778,0.4390331,0.4267675,0.4155506,0.4050886,0.3951953,0.3861820,0.3774018,0.3684734,0.3595412,0.3513286,0.3430566,0.3350966,0.3284364,0.3221972,0.3159753,0.3097470,0.3036075,0.2971197,0.2905074,0.2844006,0.2788352,0.2737503,0.2688454,0.2639956,0.2589193,0.2536652,0.2481274,0.2421242,0.2364467,0.2303218,0.2242846,0.2185834,0.2135743,0.2089588,0.2044231,0.2000427
2,1,0,0,1,0,1.0003904,0.9794526,0.9715060,0.9625920,0.9543973,0.9469753,0.9388011,0.9336766,0.9296471,0.9260813,0.9301352,0.9225874,0.9042346,0.8799295,0.8554473,0.8396674,0.8137636,0.7967629,0.7700850,0.7512980,0.7255901,0.7016338,0.6784807,0.6568931,0.6355571,0.6152176,0.5950472,0.5759596,0.5563716,0.5370224,0.5179108,0.5031063,0.4882234,0.4733178,0.4581016,0.4421791,0.4263937,0.4124722,0.3994630,0.3867584,0.3747050,0.3634121,0.3528631,0.3429569,0.3331332,0.3244428,0.3151699,0.3072041,0.299378,0.2918614,0.2847705,0.2786409,0.2732733,0.2679965,0.2629976,0.2586503,0.2547576,0.2508085,0.2472018,0.2434555,0.2395043,0.2359215,0.2315936,0.2270406,0.2228089,0.2189091,0.2152757,0.2119169,0.2083126,0.2037983,0.1988494,0.1934957,0.1883689,0.183707,0.1798796
2,1,0,0,1,1,1.0021353,0.9801947,0.9716675,0.9628864,0.9548359,0.9475965,0.9397622,0.9364508,0.9333979,0.9306507,0.9331422,0.9250705,0.9072242,0.8797825,0.8588687,0.8387136,0.8142269,0.7928424,0.7708620,0.7486730,0.7263825,0.7028981,0.6783278,0.6558863,0.6375049,0.6171053,0.5974066,0.5778361,0.5593206,0.5405387,0.5227509,0.5090047,0.4956701,0.4819373,0.4674511,0.4521752,0.4371292,0.4231353,0.4102039,0.3980436,0.3867127,0.3764256,0.3667712,0.3574670,0.3487302,0.3406437,0.3330233,0.3256843,0.3185985,0.3116873,0.3060237,0.3007158,0.2957460,0.2910447,0.2864863,0.2818105,0.2768318,0.2718910,0.2671968,0.2629055,0.2587929,0.2542366,0.2491617,0.2438147,0.2388362,0.2340900,0.2296599,0.2255926,0.2218382,0.2179747,0.2141704,0.2101721,0.2060399,0.2018816,0.1979004
2,1,0,1,0,0,1.000148,0.9793712,0.9717773,0.9635349,0.9561626,0.9497734,0.9426896,0.9387093,0.9358911,0.9336224,0.9401227,0.9329690,0.928768,0.8996124,0.8778452,0.8568060,0.8419008,0.8202469,0.8059836,0.7817349,0.7601568,0.7395561,0.7201655,0.7004947,0.6823251,0.6643794,0.6464707,0.6288231,0.6120632,0.5952180,0.5842856,0.5720125,0.5606970,0.5474488,0.5333736,0.5186626,0.5036041,0.4889831,0.4762001,0.4642806,0.4524063,0.4415492,0.4324946,0.4223977,0.4127273,0.4031563,0.3935249,0.3840831,0.3750340,0.3665746,0.3587663,0.3513159,0.3442004,0.3373630,0.3304434,0.3236540,0.3169086,0.3101307,0.3030807,0.2959502,0.2888749,0.2818887,0.2749062,0.2680706,0.2609191,0.2546503,0.2477103,0.2417255,0.2350292,0.2296342,0.2233655,0.2180346,0.2120256,0.2070292,0.2014579
2,1,0,1,0,1,1.0019065,0.9801206,0.9719793,0.9638419,0.9566403,0.9503995,0.9436356,0.9414793,0.9397275,0.9382067,0.9429325,0.9358772,0.9310793,0.9020846,0.8793557,0.8593291,0.8376836,0.8193653,0.8005273,0.7813379,0.7609488,0.7404166,0.7193904,0.6989075,0.6817786,0.6646364,0.6477598,0.6310848,0.6160363,0.6002816,0.5863750,0.5781438,0.5672586,0.5554273,0.5428562,0.5290941,0.5146341,0.5017768,0.4894162,0.4762967,0.4645611,0.4528964,0.4423236,0.4328831,0.4237746,0.4148613,0.4052843,0.3954772,0.3872469,0.3783134,0.3696281,0.3610794,0.3530924,0.3453280,0.3376071,0.3301321,0.3228954,0.3158138,0.3083321,0.3008847,0.2935846,0.2861740,0.2788833,0.2719035,0.2651548,0.2584396,0.2517846,0.2453225,0.2388971,0.2324476,0.2256655,0.2198504,0.2132476,0.2074644,0.2026000
2,1,0,1,1,0,1.0003904,0.9794526,0.9715060,0.9625920,0.9543973,0.9469753,0.9388011,0.9336766,0.9296471,0.9260813,0.9301352,0.9225410,0.9041852,0.8800147,0.8567438,0.8400576,0.8152731,0.7985180,0.7721763,0.7516357,0.7371209,0.708424,0.6835604,0.6613689,0.6403910,0.6212953,0.6025268,0.5841888,0.5700737,0.5551624,0.5391633,0.5262668,0.5139154,0.5010482,0.4879381,0.4751873,0.4613182,0.4479436,0.4363474,0.4245524,0.4122508,0.4014572,0.3901182,0.3790198,0.3684493,0.3581001,0.3482119,0.3386223,0.3292728,0.3204534,0.3121425,0.3042143,0.2965323,0.2890361,0.2818212,0.2751205,0.2687195,0.2626002,0.2566360,0.2509918,0.2456174,0.2403308,0.2355268,0.2310189,0.2267113,0.2224731,0.2181335,0.2136006,0.2089354,0.2043057,0.1997830,0.1954029,0.1912735,0.1873925,0.1836375
