ind_ssp,ind_EEI,ind_technoelec,ind_technoCCS,ind_technoenduses,ind_ffuels,IEeur1,IEeur2,IEeur3,IEeur4,IEeur5,IEeur6,IEeur7,IEeur8,IEeur9,IEeur10,IEeur11,IEeur12,IEeur13,IEeur14,IEeur15,IEeur16,IEeur17,IEeur18,IEeur19,IEeur20,IEeur21,IEeur22,IEeur23,IEeur24,IEeur25,IEeur26,IEeur27,IEeur28,IEeur29,IEeur30,IEeur31,IEeur32,IEeur33,IEeur34,IEeur35,IEeur36,IEeur37,IEeur38,IEeur39,IEeur40,IEeur41,IEeur42,IEeur43,IEeur44,IEeur45,IEeur46,IEeur47,IEeur48,IEeur49,IEeur50,IEeur51,IEeur52,IEeur53,IEeur54,IEeur55,IEeur56,IEeur57,IEeur58,IEeur59,IEeur60,IEeur61,IEeur62,IEeur63,IEeur64,IEeur65,IEeur66,IEeur67,IEeur68,IEeur69,IEeur70,IEeur71,IEeur72,IEeur73,IEeur74,IEeur75
2,1,0,1,1,1,1.0021353,0.9801947,0.9716675,0.9628864,0.9548359,0.9475965,0.9397622,0.9364508,0.9333979,0.9306507,0.9331422,0.9250388,0.9065881,0.8829452,0.8605853,0.840351,0.8157839,0.7944222,0.7727435,0.7509527,0.7291233,0.7066364,0.6823339,0.6603582,0.6431034,0.6245295,0.6061218,0.5880302,0.5720877,0.5563955,0.5433838,0.5333961,0.5233031,0.5122289,0.4996643,0.4858908,0.4727891,0.4602890,0.4484516,0.4368735,0.4259701,0.4155034,0.4058540,0.3960946,0.3870775,0.3786810,0.3703076,0.3620862,0.3539463,0.3459830,0.3383170,0.3310728,0.3248882,0.3184824,0.3118992,0.3051706,0.2983920,0.2915939,0.2844875,0.2773023,0.2702185,0.2629988,0.2556716,0.2484083,0.2415516,0.2350070,0.2286893,0.2225270,0.2165687,0.2106476,0.2048388,0.1993370,0.1939224,0.1888685,0.1843758
2,1,1,0,0,0,1.0015322,0.9806181,0.9731960,0.9650411,0.9576098,0.9510253,0.9435838,0.9393940,0.936278,0.9340274,0.9381888,0.9318902,0.9292468,0.9006464,0.8795268,0.8592872,0.8434091,0.8271323,0.8038026,0.7883169,0.7644203,0.7425548,0.7217142,0.7009533,0.6815758,0.6622396,0.6431384,0.6239798,0.6048586,0.5853861,0.5662712,0.5503596,0.5348302,0.5190283,0.5040793,0.4889192,0.4743423,0.4601108,0.4461585,0.4328224,0.4201244,0.4077840,0.3961797,0.3858426,0.3756314,0.3655471,0.3553780,0.3451658,0.3357412,0.3269252,0.3182157,0.3101273,0.3045190,0.2995430,0.2937768,0.2885671,0.2828366,0.2779339,0.2722466,0.2663998,0.2613068,0.2561103,0.2503824,0.2445436,0.2390007,0.2334618,0.2278496,0.2224237,0.2171248,0.2118232,0.2066780,0.2016786,0.1967527,0.1914816,0.1864043
2,1,1,0,0,1,1.0032897,0.9813648,0.9733666,0.9653253,0.9580726,0.9516397,0.9445132,0.9421363,0.9400421,0.9385224,0.9410995,0.9369744,0.9225992,0.9022171,0.8816007,0.8643792,0.8423287,0.8237084,0.8046490,0.7852907,0.7655691,0.7442763,0.7224902,0.7008540,0.6822896,0.6636903,0.6451106,0.6258347,0.6077937,0.5894777,0.5711732,0.5565117,0.5417733,0.5270395,0.5122916,0.4976016,0.4832489,0.4695470,0.4568833,0.4451188,0.4342073,0.4234808,0.4136272,0.4041049,0.3949818,0.3859956,0.3770137,0.3679075,0.3588076,0.3497963,0.3414936,0.3335729,0.3261866,0.3200110,0.3141899,0.3084043,0.3026851,0.2971029,0.2910604,0.2850597,0.2793113,0.2737069,0.2680131,0.2623467,0.2567654,0.2512703,0.2457813,0.2403755,0.2349190,0.22928,0.2235723,0.2180343,0.2119824,0.2059414,0.2006086
2,1,1,0,1,0,1.0017804,0.9806981,0.9728835,0.9640915,0.9558197,0.9482463,0.9397525,0.9344353,0.9300988,0.9265509,0.9283098,0.9218571,0.9086770,0.8829163,0.8627904,0.8447587,0.8240174,0.8027226,0.7811753,0.7589597,0.7362541,0.7139025,0.6881828,0.6647471,0.6419629,0.6212513,0.6007786,0.5801760,0.5595653,0.5396157,0.5198645,0.5039666,0.4892740,0.4750781,0.4608018,0.4461037,0.4319396,0.4179420,0.4046862,0.3922605,0.3810343,0.3696009,0.3589173,0.3487715,0.3389479,0.3294290,0.3202438,0.3119354,0.3037433,0.2960095,0.2888874,0.2830617,0.2776357,0.2725549,0.2680621,0.2637415,0.2595853,0.2550327,0.2506848,0.2460872,0.2419548,0.2372815,0.2329074,0.2284799,0.2241424,0.2197474,0.2157855,0.2124406,0.2092677,0.2062106,0.2031973,0.2001630,0.1961191,0.1925312,0.1889762
2,1,1,0,1,1,1.0035263,0.9814393,0.9730627,0.9643790,0.9562750,0.9488436,0.9406586,0.9371387,0.9337312,0.9309640,0.9314041,0.9228755,0.9159332,0.8879674,0.8605254,0.8429091,0.8184978,0.7963163,0.7837482,0.7567758,0.7339799,0.7113563,0.6861890,0.6669821,0.6456964,0.6244200,0.6043016,0.5844522,0.5644506,0.5456214,0.5274712,0.5135129,0.4996187,0.4861251,0.4721121,0.4576256,0.4432805,0.4299093,0.4182781,0.4079137,0.3979769,0.3881516,0.3789128,0.3699657,0.3613877,0.3534195,0.3456566,0.3379097,0.3302206,0.3229894,0.3161371,0.3099224,0.3040282,0.2983924,0.2929782,0.2877285,0.2826629,0.2776411,0.2727603,0.2681265,0.2636512,0.2585234,0.2527247,0.2466965,0.2409936,0.2356036,0.2305502,0.2259635,0.2212970,0.2167055,0.2122387,0.2078492,0.2035062,0.1992377,0.1950609
2,1,1,1,0,0,1.0015322,0.9806181,0.9731960,0.9650411,0.9576098,0.9510253,0.9435838,0.9393940,0.936278,0.9340274,0.9381888,0.9319096,0.9286973,0.9002667,0.8792850,0.8642503,0.8473389,0.8296546,0.8111427,0.7919592,0.7723299,0.7527373,0.7337177,0.7101785,0.6879973,0.6708820,0.6509148,0.6348524,0.6160413,0.5994218,0.5819356,0.5667386,0.5518008,0.5368310,0.5222615,0.5097350,0.4983549,0.4869462,0.4753604,0.4635393,0.4517355,0.4401214,0.4289417,0.4183103,0.4088007,0.3981303,0.3878150,0.3779847,0.3687613,0.3597650,0.3514457,0.3436603,0.3363708,0.3297040,0.3231408,0.3166656,0.3099858,0.3031349,0.2962458,0.2892999,0.2825036,0.2757039,0.2689889,0.2624127,0.2560526,0.2498736,0.2437985,0.2378938,0.2323863,0.2270989,0.2218666,0.2165781,0.2114593,0.2058311,0.1999237
2,1,1,1,0,1,1.0032897,0.9813648,0.9733666,0.9653253,0.9580726,0.9516397,0.9445132,0.9421363,0.9400421,0.9385224,0.9410995,0.9369271,0.9231030,0.9014677,0.8829781,0.8658393,0.8438017,0.8252578,0.8065129,0.7875564,0.7683817,0.7488643,0.7270616,0.7073073,0.6875669,0.6685636,0.6511084,0.6345737,0.6174642,0.6024699,0.5875107,0.5764915,0.5647482,0.5524812,0.5389791,0.525601,0.5115756,0.4979321,0.4851330,0.4724298,0.4599058,0.4468801,0.4349020,0.4237209,0.4130498,0.4027449,0.3927252,0.3825792,0.3727202,0.3632236,0.3543198,0.3456752,0.3375983,0.3300136,0.3227120,0.3155217,0.3082326,0.3007649,0.2933550,0.2861498,0.2792342,0.2723842,0.2657012,0.2592739,0.2531135,0.2470628,0.2411680,0.2354741,0.2298167,0.2240884,0.2187544,0.2128235,0.2069658,0.2017420,0.1969451
2,1,1,1,1,0,1.0017804,0.9806981,0.9728835,0.9640915,0.9558197,0.9482463,0.9397525,0.9344353,0.9300988,0.9265509,0.9283098,0.9218167,0.9086127,0.8829983,0.8636175,0.8450755,0.8247442,0.8041799,0.7828610,0.7612698,0.7396088,0.7167035,0.6954743,0.6710826,0.6520763,0.6296856,0.6114055,0.5922957,0.5740730,0.5550627,0.5364446,0.5216164,0.5079008,0.4946006,0.4819956,0.4696667,0.4579763,0.4449635,0.4307305,0.4156519,0.4009411,0.3862681,0.3724121,0.3595452,0.3475813,0.3364214,0.3259584,0.3163576,0.3073733,0.2989993,0.2912856,0.2839854,0.2770440,0.2706324,0.2645715,0.2589265,0.2533187,0.2478161,0.2424591,0.2373404,0.2325163,0.2278751,0.2233921,0.2191400,0.2151361,0.2113019,0.2074485,0.2035565,0.1997004,0.1959193,0.1922147,0.1884451,0.1847232,0.1810851,0.1775318
2,1,1,1,1,1,1.0035263,0.9814393,0.9730627,0.9643790,0.9562750,0.9488436,0.9406586,0.9371387,0.9337312,0.9309640,0.9314041,0.9228766,0.9158241,0.8881458,0.8625754,0.8419067,0.8218332,0.8003459,0.7789863,0.7575808,0.7360986,0.7121432,0.6894934,0.6706045,0.6502164,0.6300379,0.6109593,0.5932282,0.5750971,0.5591009,0.5475606,0.5351711,0.5228439,0.5108282,0.4980385,0.4841249,0.4718870,0.4593868,0.4478502,0.4350404,0.4234651,0.4117313,0.4005608,0.3897246,0.3798857,0.3705656,0.3615166,0.3527427,0.3442201,0.3359980,0.3282970,0.3210656,0.3146049,0.3084208,0.3022862,0.2958430,0.2890824,0.2822095,0.2751924,0.2682636,0.2615585,0.2549004,0.2482791,0.2417009,0.2354840,0.2296113,0.2239225,0.2185316,0.2134353,0.2085443,0.2034572,0.1983442,0.1931729,0.1880685,0.1829898
3,0,0,0,0,0,1.0002494,0.9795545,0.9736395,0.9672164,0.9618162,0.9575245,0.9524230,0.9504333,0.9497317,0.9491620,0.9589869,0.9576120,0.9449707,0.9257315,0.9073838,0.8902347,0.8730445,0.8623685,0.8433734,0.8252566,0.8076441,0.7905639,0.7740249,0.7576662,0.7417160,0.7265056,0.7112687,0.6955774,0.6799250,0.6643914,0.6490450,0.6372657,0.6254008,0.6131199,0.6001532,0.5863043,0.5722266,0.5591457,0.5462464,0.5340034,0.5222717,0.5120243,0.5025388,0.4937913,0.4856813,0.4776248,0.4697182,0.4619184,0.4546010,0.4479693,0.4419152,0.4361310,0.4305797,0.4250808,0.4189837,0.4120168,0.4072231,0.4014385,0.3957408,0.3906841,0.3867004,0.3828524,0.3798671,0.3763123,0.3718458,0.3665523,0.3619362,0.3578112,0.3523904,0.3477363,0.3436401,0.3389182,0.3335353,0.3283442,0.3235367
3,0,0,0,0,1,1.0019962,0.9802974,0.9737950,0.9674939,0.9622557,0.9580831,0.9532704,0.9530843,0.9534670,0.9535715,0.9620622,0.9594021,0.9467572,0.9263459,0.9078472,0.8910525,0.8736918,0.8535736,0.8352837,0.8187898,0.8034153,0.7870726,0.7708342,0.7543261,0.7383019,0.7223832,0.7062924,0.6910674,0.6761598,0.6616659,0.6472524,0.6362931,0.6245962,0.6120280,0.5990013,0.5855873,0.5724487,0.5597855,0.5477318,0.5363795,0.5254458,0.5158660,0.5073246,0.4993595,0.4916704,0.4841601,0.4770000,0.4701561,0.4635868,0.4575606,0.4523374,0.4476277,0.4434159,0.4394036,0.4352943,0.4311559,0.4271716,0.4238433,0.4206254,0.4171211,0.4132288,0.4089445,0.4038208,0.3984696,0.3938881,0.3895562,0.3852573,0.3810478,0.3767141,0.3716524,0.3667008,0.3612284,0.3554867,0.3503922,0.3458600
3,0,0,0,1,0,1.00049,0.9796355,0.9733145,0.9662909,0.9600818,0.9548324,0.9487122,0.9456654,0.9438308,0.9421040,0.9495647,0.9455026,0.9302478,0.9083987,0.8873464,0.8686696,0.8529785,0.8422934,0.8175199,0.7955753,0.7742968,0.7539983,0.7346415,0.7167631,0.6985775,0.6805528,0.6626171,0.6447424,0.6267562,0.6094897,0.5933473,0.5817206,0.5707511,0.5590285,0.5463557,0.5323523,0.5183719,0.5047513,0.4927934,0.4818586,0.4714889,0.4622750,0.4541078,0.4466347,0.439663,0.4328179,0.4262787,0.419789,0.4136041,0.4075433,0.4017347,0.3959581,0.3905003,0.3873838,0.3838159,0.3808466,0.3785294,0.3762225,0.3735996,0.3723178,0.3700338,0.3664675,0.3626865,0.3584258,0.3541120,0.3498066,0.3452284,0.3410832,0.3366275,0.3319525,0.3262786,0.3217065,0.3162497,0.3105607,0.3046783
3,0,0,0,1,1,1.0022232,0.9803711,0.9734868,0.9665551,0.9604874,0.9553475,0.9495097,0.9482396,0.9474260,0.9462804,0.9519386,0.9450996,0.9401610,0.9121408,0.8893848,0.8715191,0.8502635,0.8318471,0.8130969,0.7939969,0.7745115,0.7536378,0.7326707,0.7131793,0.6958328,0.6778600,0.6598994,0.6426129,0.6261612,0.6102771,0.5947135,0.5835907,0.5715722,0.5595343,0.5468454,0.5335661,0.5205725,0.5085448,0.4976918,0.4876038,0.4781273,0.4695306,0.4615546,0.4540590,0.4468942,0.4402234,0.4341140,0.4282867,0.4228189,0.4177972,0.4136505,0.4103255,0.4075228,0.4050769,0.4027921,0.4011355,0.3994109,0.3975355,0.3954531,0.3932561,0.3907407,0.387559,0.3838806,0.3796974,0.3754168,0.3709743,0.3661868,0.3610785,0.3555298,0.3496444,0.3428946,0.3367358,0.3315764,0.3272145,0.3226381
3,0,0,1,0,0,1.0002494,0.9795545,0.9736395,0.9672164,0.9618162,0.9575245,0.9524230,0.9504333,0.9497317,0.9491620,0.9589869,0.9546914,0.9542166,0.9279182,0.9092234,0.8914337,0.8739329,0.8643654,0.8447319,0.8279171,0.8102446,0.7932368,0.7770500,0.7614037,0.7460480,0.7315303,0.7183632,0.7053970,0.6925466,0.6801943,0.6679823,0.6588448,0.6497966,0.6406621,0.6309604,0.6205224,0.6098289,0.5988512,0.5878040,0.5772396,0.5670506,0.5576082,0.5488311,0.5411657,0.5337736,0.5263689,0.5187519,0.5111912,0.5040729,0.4973890,0.4915773,0.4861099,0.4807400,0.4752883,0.4697091,0.4641413,0.4586088,0.4531216,0.4474522,0.4415996,0.4356485,0.4296137,0.4236130,0.4165402,0.4100985,0.4042352,0.3983314,0.3921056,0.3858169,0.3800228,0.3746377,0.3659836,0.3586387,0.3524504,0.3449416
3,0,0,1,0,1,1.0019962,0.9802974,0.9737950,0.9674939,0.9622557,0.9580831,0.9532704,0.9530843,0.9534670,0.9535715,0.9620622,0.9593671,0.9467086,0.9267520,0.9088215,0.8921116,0.8747503,0.8548454,0.8379876,0.8213854,0.8063333,0.7903090,0.7743668,0.7588917,0.7451652,0.7312140,0.7158416,0.7034932,0.6905583,0.6777988,0.6657962,0.6581538,0.6504627,0.6420621,0.6329337,0.6230159,0.6121334,0.6014058,0.5912191,0.5814173,0.5717510,0.5628210,0.5545699,0.5467039,0.5390769,0.5314890,0.5238584,0.5161534,0.5082962,0.5005337,0.4931873,0.4859244,0.4789094,0.4717511,0.4645034,0.4575854,0.4513052,0.4448815,0.4380765,0.4311301,0.4240491,0.4165195,0.4086055,0.4004780,0.3923558,0.3842446,0.3761089,0.3680069,0.3599385,0.3524404,0.3454972,0.3387082,0.3334241,0.3271080,0.3198916
3,0,0,1,1,0,1.00049,0.9796355,0.9733145,0.9662909,0.9600818,0.9548324,0.9487122,0.9456654,0.9438308,0.9421040,0.9495647,0.9429284,0.9391353,0.9123255,0.8903875,0.8704888,0.8572755,0.8352587,0.8212462,0.7981906,0.7774860,0.7572253,0.7384565,0.7211778,0.7034624,0.6866139,0.6699803,0.6541006,0.6398168,0.6258932,0.6123818,0.6037370,0.5954184,0.5872177,0.5786124,0.5692087,0.5596762,0.5503703,0.5413088,0.5332034,0.525471,0.5180172,0.5106838,0.5038626,0.4975213,0.4912921,0.4849166,0.4781596,0.4711835,0.4639752,0.4572297,0.4507876,0.4448557,0.4394108,0.4341180,0.4291009,0.4240739,0.4192088,0.4143229,0.4096011,0.4050861,0.3995876,0.3946440,0.3898807,0.3851560,0.3801751,0.3751146,0.3677951,0.3620561,0.3579528,0.3500441,0.3454204,0.3399961,0.3349996,0.3307371
3,0,0,1,1,1,1.0022232,0.9803711,0.9734868,0.9665551,0.9604874,0.9553475,0.9495097,0.9482396,0.9474260,0.9462804,0.9519386,0.9451106,0.9400858,0.9121872,0.8902110,0.8724469,0.8513509,0.8332677,0.8148728,0.7961739,0.7772906,0.7574777,0.7365145,0.7174035,0.701041,0.6850834,0.6689997,0.6541058,0.6396943,0.6264156,0.6127429,0.6043837,0.5964790,0.5889543,0.5803052,0.5710344,0.5615165,0.5520862,0.5433276,0.5357898,0.5288753,0.5223681,0.5160016,0.5097730,0.5032618,0.4968419,0.4905359,0.4839949,0.4769678,0.4699122,0.4635826,0.4572576,0.4507679,0.4441423,0.4373329,0.4303936,0.4236111,0.4168108,0.4097397,0.4024024,0.3949277,0.3868368,0.3782005,0.3693138,0.3607225,0.3523928,0.3442300,0.3362672,0.3287321,0.3215949,0.3125341,0.3090339,0.3058877,0.3017371,0.2992832
3,0,1,0,0,0,1.0016334,0.9808014,0.9750389,0.9687391,0.9632961,0.9588044,0.9534209,0.9512438,0.9502165,0.9496856,0.9571231,0.9535737,0.9536336,0.9305639,0.9118045,0.8939240,0.8817595,0.8674413,0.8536971,0.8324416,0.8185154,0.7983534,0.7801773,0.7624347,0.7458270,0.7296652,0.7136845,0.6975934,0.6813874,0.6652972,0.6496450,0.6371698,0.6250565,0.6130194,0.6007861,0.5874735,0.5744754,0.5620754,0.5501004,0.5392192,0.5292271,0.5194355,0.5106203,0.5030224,0.495752,0.4884140,0.4810738,0.4738286,0.4665938,0.4598812,0.4536471,0.4478346,0.4422788,0.4367229,0.4311887,0.4254254,0.4195759,0.4136906,0.4077449,0.4019232,0.3963004,0.3908424,0.3857524,0.3813022,0.3760398,0.3715266,0.3677578,0.3641744,0.3595927,0.3541745,0.3488489,0.3438814,0.3392310,0.3345376,0.3298091
3,0,1,0,0,1,1.0033792,0.9815416,0.9752101,0.9690080,0.9637176,0.9593406,0.9542323,0.9538460,0.9538678,0.954008,0.9602923,0.9564885,0.9550426,0.9312318,0.9121272,0.8953226,0.8750174,0.8578549,0.8412018,0.8259360,0.8095721,0.7930753,0.7783002,0.7623960,0.7464949,0.7297096,0.7114918,0.6955138,0.6791970,0.6635643,0.6493130,0.6373818,0.6254134,0.6126368,0.6001488,0.5876375,0.5755789,0.5638352,0.5527610,0.5427775,0.5336854,0.5247250,0.5165018,0.5092628,0.5020524,0.4947850,0.4875812,0.4801934,0.4729561,0.4660277,0.4598714,0.454255,0.4492529,0.4445642,0.4400768,0.4355932,0.4310680,0.4266634,0.4222073,0.4176411,0.4129817,0.4080708,0.4028528,0.3974260,0.3921179,0.3867112,0.3812176,0.3757459,0.3701700,0.3644345,0.3584814,0.3536589,0.3490358,0.3443262,0.3396742
3,0,1,0,1,0,1.0018798,0.9808811,0.9747312,0.9678049,0.9615403,0.9560895,0.9497016,0.9464770,0.9443326,0.9426450,0.9477759,0.941857,0.9390533,0.9156877,0.8939116,0.8675759,0.8577818,0.8370175,0.8225055,0.8048971,0.7870587,0.7631554,0.7419476,0.7223436,0.7035580,0.6851324,0.6669475,0.6489202,0.6309965,0.6134183,0.5972634,0.5844772,0.5726459,0.5617680,0.5504870,0.5380410,0.5252209,0.5133735,0.5025497,0.4930339,0.4845898,0.4761269,0.4681906,0.4611295,0.4544919,0.4479499,0.4413594,0.4347984,0.4281243,0.4213227,0.4144574,0.4073198,0.4023982,0.3972570,0.3926961,0.3889422,0.3853638,0.3816776,0.3789589,0.3758394,0.3714284,0.3667552,0.3615231,0.3561539,0.3510577,0.3463052,0.3417266,0.3374853,0.3334596,0.3295681,0.3257948,0.3215789,0.3168133,0.3117212,0.3058351
3,0,1,0,1,1,1.003614,0.9816158,0.9748923,0.9680626,0.9619431,0.9566009,0.9504838,0.9490233,0.9478530,0.9467381,0.9502295,0.9442491,0.9364607,0.9077171,0.8845847,0.8656241,0.8573017,0.8387557,0.8206671,0.8019993,0.7816336,0.7585275,0.7375059,0.7179616,0.7001941,0.6819770,0.6642525,0.6468908,0.6305877,0.6138432,0.5976255,0.5862202,0.5750117,0.5638251,0.5520913,0.539578,0.5274880,0.5173116,0.5076692,0.4991335,0.4914277,0.4835618,0.4763391,0.4691334,0.4621875,0.4555701,0.4489722,0.4426869,0.4363687,0.4303625,0.4250322,0.4201405,0.4157771,0.4121885,0.4089225,0.4064429,0.4040784,0.4015298,0.3985818,0.3953662,0.3917103,0.3872369,0.3821715,0.3763886,0.3703219,0.3638997,0.3573294,0.3509475,0.3446219,0.3382412,0.3318680,0.3260632,0.3208781,0.3161286,0.3116845
3,0,1,1,0,1,1.0033792,0.9815416,0.9752101,0.9690080,0.9637176,0.9593406,0.9542323,0.9538460,0.9538678,0.954008,0.9602923,0.9564393,0.9549159,0.9312323,0.9123821,0.8959359,0.8758401,0.8591723,0.8428066,0.8279668,0.8120911,0.7981219,0.7828394,0.7667492,0.7508552,0.7352659,0.7174799,0.7017621,0.6896988,0.6773422,0.6657665,0.6567997,0.6471751,0.6375299,0.6274184,0.6166591,0.6061780,0.5956593,0.5851908,0.5749484,0.5645401,0.5534853,0.5429617,0.5330795,0.5230413,0.5128856,0.5028503,0.4927399,0.4827877,0.4734347,0.4650124,0.4572182,0.4501800,0.4437653,0.4378030,0.4315171,0.4248517,0.4184354,0.4115558,0.4045430,0.3976823,0.3907230,0.3836037,0.3764219,0.3693665,0.3623238,0.3553581,0.3485533,0.3419632,0.3356642,0.3295110,0.3231856,0.3180275,0.3125372,0.3065053
3,0,1,1,1,0,1.0018798,0.9808811,0.9747312,0.9678049,0.9615403,0.9560895,0.9497016,0.9464770,0.9443326,0.9426450,0.9477759,0.9418690,0.9324499,0.9261925,0.9004616,0.8713874,0.8592976,0.8440504,0.8272197,0.8095396,0.7907109,0.7682076,0.7513048,0.7293445,0.7104256,0.6913524,0.6745082,0.6583522,0.6426773,0.6273461,0.6125182,0.6014464,0.5915436,0.5819996,0.5747683,0.5658786,0.5558422,0.5464244,0.5369838,0.5279903,0.5188026,0.5082412,0.4976254,0.4870803,0.4765773,0.4652077,0.4533163,0.4412036,0.4289647,0.4165492,0.4051060,0.3947127,0.3856354,0.3777236,0.3706276,0.3642023,0.3579991,0.3519728,0.3461376,0.3405597,0.3353247,0.3298878,0.3242766,0.3187738,0.3136071,0.3087139,0.3041042,0.2996503,0.2952610,0.2905550,0.2854782,0.2786378,0.2717476,0.2670888,0.2605288
3,0,1,1,1,1,1.003614,0.9816158,0.9748923,0.9680626,0.9619431,0.9566009,0.9504838,0.9490233,0.9478530,0.9467381,0.9502295,0.9442508,0.9365265,0.90792,0.8849423,0.8661754,0.8570479,0.8396735,0.8221320,0.8040041,0.7851985,0.7622691,0.7414984,0.7218214,0.7047281,0.6881724,0.6714170,0.6554161,0.6407103,0.6276017,0.6143609,0.6052032,0.5960954,0.5880961,0.5789547,0.5690105,0.5588255,0.5494586,0.5402425,0.5317204,0.5231463,0.5135304,0.5039120,0.4938036,0.4834760,0.4732080,0.4631398,0.4533366,0.4436160,0.4344495,0.4261759,0.4190244,0.4122963,0.4059972,0.4002135,0.3944951,0.3886079,0.3824745,0.3761085,0.36961,0.3629988,0.3559389,0.3484012,0.3407022,0.3334896,0.3265601,0.3197951,0.3129669,0.3062974,0.2998567,0.2916125,0.2852191,0.2807688,0.2786086,0.2749455
3,1,0,0,0,1,1.0019962,0.9802974,0.9724310,0.9646853,0.9579020,0.9520392,0.9454171,0.9432201,0.9413879,0.9393566,0.9438253,0.9373218,0.9281486,0.8992892,0.8763192,0.8572488,0.8481789,0.8274058,0.8082609,0.7890472,0.7698953,0.7487277,0.7283457,0.7100263,0.6913023,0.6749173,0.6555647,0.6386253,0.6212394,0.6050006,0.5890650,0.5758084,0.5624575,0.5482572,0.5335687,0.5189620,0.5045736,0.4909980,0.4777130,0.4650343,0.4528483,0.4417829,0.4316706,0.4222644,0.4131105,0.4039471,0.3948024,0.3861912,0.3779790,0.3702131,0.3631175,0.3565284,0.3504410,0.3443885,0.3390829,0.3338542,0.3283611,0.3222814,0.3161358,0.3093218,0.3027741,0.2962481,0.2900153,0.2841887,0.2785182,0.2725336,0.2662732,0.2600189,0.2537290,0.2475033,0.2418668,0.2361841,0.2306578,0.2255099,0.2206898
3,1,0,0,1,0,1.00049,0.9796355,0.9719320,0.9634376,0.9556386,0.9486288,0.9406053,0.9354704,0.9313442,0.9273213,0.9308508,0.9221120,0.9157129,0.8867180,0.8627674,0.8469766,0.8277538,0.8079512,0.7867947,0.7602561,0.7419759,0.7150788,0.6973129,0.6742954,0.6522791,0.6317708,0.6119130,0.5921897,0.5732646,0.5557688,0.5383037,0.5248984,0.5117081,0.4982057,0.4831034,0.4677086,0.4542882,0.4410201,0.4286433,0.4170635,0.4056666,0.395253,0.3848980,0.3754749,0.3663286,0.3573053,0.3484322,0.3397127,0.3313470,0.3238688,0.3166282,0.3097633,0.3036132,0.2982092,0.2929134,0.2874792,0.2821720,0.2768674,0.2715114,0.2662457,0.2611859,0.2560818,0.2507946,0.2456116,0.2408984,0.2366540,0.2326076,0.2284886,0.2249089,0.2214018,0.2184991,0.2144194,0.2104449,0.2060058,0.2005807
3,1,0,0,1,1,1.0022232,0.9803711,0.9721142,0.9637183,0.9560753,0.9492004,0.9414992,0.9381458,0.9350650,0.9317408,0.9340392,0.9251075,0.9132528,0.8880118,0.8524129,0.8216544,0.7961471,0.7742944,0.7610922,0.7472736,0.7418829,0.7198103,0.6983775,0.6752007,0.6531977,0.6320999,0.6128813,0.5944698,0.5757344,0.5578405,0.5405953,0.5276428,0.5152188,0.5027395,0.4900106,0.4758794,0.4616271,0.4486613,0.4355365,0.4229102,0.4117383,0.4031100,0.3949795,0.3873395,0.3793940,0.3713257,0.3634121,0.3556008,0.3478554,0.3407146,0.3341892,0.3279533,0.3231866,0.3187689,0.3144943,0.3103435,0.3060763,0.3008777,0.2952850,0.2903673,0.2853282,0.2802685,0.2753547,0.2703192,0.2654237,0.2603667,0.2551502,0.2497806,0.2444658,0.2392125,0.2341449,0.2293963,0.2248879,0.2205011,0.2161141
3,1,0,1,0,1,1.0019962,0.9802974,0.9724310,0.9646853,0.9579020,0.9520392,0.9454171,0.9432201,0.9413879,0.9393566,0.9438253,0.9373317,0.9282132,0.8994933,0.8767029,0.8578291,0.8478051,0.8280828,0.8097352,0.7910918,0.77256,0.7518698,0.7319513,0.7162067,0.6992583,0.6824584,0.6649787,0.6508849,0.6348816,0.6214239,0.6089447,0.6003035,0.5904597,0.5802870,0.5690946,0.5565234,0.5433217,0.5327402,0.5194796,0.5076720,0.4962465,0.4853734,0.4750904,0.4654503,0.4555732,0.4457530,0.4358396,0.4266029,0.4174922,0.4087545,0.4006232,0.3929043,0.3854608,0.3780545,0.3708554,0.3637799,0.3566242,0.3493603,0.3417614,0.3340948,0.3265230,0.3188319,0.3110685,0.3032340,0.29562,0.2881442,0.2808546,0.2737564,0.2669562,0.2604597,0.2542818,0.2486269,0.2434337,0.2383250,0.2325617
3,1,0,1,1,0,1.00049,0.9796355,0.9719320,0.9634376,0.9556386,0.9486288,0.9406053,0.9354704,0.9313442,0.9273213,0.9308508,0.9221196,0.9156281,0.8894625,0.8655518,0.8495035,0.8295202,0.8097398,0.7890209,0.7681147,0.7471441,0.7193426,0.7023985,0.6779796,0.6618878,0.6392806,0.6264242,0.6050268,0.5924526,0.5772281,0.5621787,0.5503808,0.5386169,0.5277392,0.5165683,0.5054023,0.4933625,0.4839377,0.4732193,0.4627049,0.4523454,0.4425517,0.4325463,0.4229798,0.4133135,0.4037572,0.3939733,0.3845803,0.3746447,0.3650641,0.3557605,0.3464891,0.3375461,0.3290667,0.3205001,0.3122718,0.3044275,0.2970397,0.2897423,0.2828723,0.2764406,0.2703245,0.2645210,0.2590122,0.2539771,0.2487884,0.2446394,0.2398284,0.2353114,0.2306777,0.2260697,0.2217981,0.2177365,0.2136476,0.2098432
